1,2,3,4,5,6
sphere3D_-35.1_42.2_-11.1_9.0_1131.csv,5387,1131,0.8654055,0.87762155,0.8836231
sphere3D_-36.5_-13.4_-52.8_161.0_189.csv,903,189,0.0036585,0.0037277,0.021623
sphere3D_-37.9_-22.5_-55.3_82.0_1184.csv,5640,1184,0.2507105,0.3058413,0.3270317
sphere3D_-41.7_-10.3_-42.7_122.0_184.csv,879,184,0.0036913,0.0037681,0.015114
sphere3D_-41.7_8.7_25.4_32.0_1067.csv,5083,1067,0.1972097,0.198509,0.215092
sphere3D_-43.7_25.4_-44.7_98.0_616.csv,2938,616,0.0443693,0.0447707,0.0540057
sphere3D_-44.6_40.1_8.5_138.0_380.csv,1810,380,0.0181759,0.018329,0.0274421
sphere3D_-45.0_-0.1_26.8_181.0_262.csv,1252,262,0.0093452,0.0094829,0.0186765
sphere3D_-46.8_-53.8_29.9_42.0_94.csv,450,94,0.0030116,0.003065,0.0135457
sphere3D_-47.5_27.6_-45.5_99.0_136.csv,648,136,0.0027581,0.0028314,0.015564
sphere3D_-47.6_45.3_-4.4_12.0_716.csv,3413,716,0.1204481,0.1229569,0.1322911
sphere3D_-47.9_-33.1_-56.8_138.0_596.csv,2842,596,0.0403143,0.0408409,0.0587994
sphere3D_-49.1_14.6_-50.0_55.0_91.csv,436,91,0.0018807,0.0019284,0.0138451
sphere3D_-49.2_-41.2_9.1_66.0_719.csv,3428,719,0.066001,0.066476,0.0757925
sphere3D_-5.7_-57.9_-30.3_169.0_912.csv,4347,912,0.1014359,0.1021638,0.1142303
sphere3D_-50.2_53.1_-21.2_140.0_132.csv,632,132,0.0021411,0.00220075,0.0137823
sphere3D_-50.9_-58.4_28.9_23.0_1007.csv,4796,1007,0.2988531,0.3020661,0.3145093
sphere3D_-51.8_-59.0_41.4_35.0_1206.csv,5747,1206,0.3711437,0.3752301,0.3843509
sphere3D_-53.0_-12.6_-26.3_86.0_638.csv,3039,638,0.041721,0.0421583,0.0517589
sphere3D_-53.8_-59.8_28.1_162.0_549.csv,2619,549,0.0384416,0.0395382,0.0517073
sphere3D_-54.5_-29.7_5.4_48.0_533.csv,2542,533,0.0742109,0.0748751,0.084766
sphere3D_-54.7_14.6_9.6_56.0_934.csv,4450,934,0.0979349,0.0994733,0.1075842
sphere3D_-55.9_2.9_34.6_122.0_408.csv,1946,408,0.0225465,0.0227431,0.0361163
sphere3D_-56.9_-38.5_-14.5_114.0_788.csv,3754,788,0.0916682,0.0936218,0.1058761
sphere3D_-58.5_47.4_-56.5_183.0_449.csv,2142,449,0.0628603,0.063313,0.0881571
sphere3D_-58.5_56.3_-14.5_185.0_801.csv,3815,801,0.084027,0.0846561,0.097718
sphere3D_-58.5_8.0_-5.9_143.0_1175.csv,5597,1175,0.2080211,0.21190005,0.22551
sphere3D_-6.1_-43.3_46.0_21.0_941.csv,4482,941,0.2314366,0.2341503,0.2447758
sphere3D_-8.0_1.9_-21.5_167.0_1099.csv,5234,1099,0.2123815,0.2170714,0.2293162
sphere3D_-9.4_-55.4_17.0_104.0_1135.csv,5405,1135,0.119991,0.12067815,0.1299952
sphere3D_0.3_-28.7_39.0_101.0_981.csv,4672,981,0.1093774,0.1101061,0.1191556
sphere3D_1.2_14.1_12.5_11.0_404.csv,1925,404,0.0223239,0.0225086,0.0315858
sphere3D_10.6_2.7_-0.8_108.0_728.csv,3470,728,0.130537,0.13109575,0.1417307
sphere3D_13.9_-4.9_54.0_7.0_1032.csv,4916,1032,0.2216638,0.224026,0.2350421
sphere3D_14.0_45.3_-45.4_161.0_19.csv,95,19,0.0001972,0.0002038,0.0087199
sphere3D_14.7_17.5_-24.2_34.0_351.csv,1676,351,0.0153886,0.0155727,0.0279278
sphere3D_15.0_9.0_-52.3_45.0_580.csv,2763,580,0.0483107,0.0493177,0.0659729
sphere3D_17.4_-26.6_51.8_191.0_915.csv,4358,915,0.1631022,0.1645007,0.1742849
sphere3D_17.6_0.3_-34.2_141.0_163.csv,780,163,0.0038472,0.0039047,0.0141445
sphere3D_2.1_46.0_37.4_12.0_151.csv,722,151,0.0044315,0.0045088,0.0175362
sphere3D_2.3_-5.9_3.8_190.0_1068.csv,5087,1068,0.1385267,0.1396059,0.1486617
sphere3D_2.3_57.6_26.4_60.0_362.csv,1725,362,0.0170595,0.0172268,0.0268243
sphere3D_21.1_-9.7_24.6_66.0_1126.csv,5363,1126,0.1078877,0.10885,0.1198608
sphere3D_23.6_36.0_53.4_55.0_598.csv,2848,598,0.0479584,0.04841775,0.0591001
sphere3D_27.0_-12.7_12.4_150.0_625.csv,2979,625,0.0606163,0.0610498,0.0708403
sphere3D_28.9_-20.6_47.3_111.0_529.csv,2520,529,0.0337851,0.0341067,0.0463638
sphere3D_29.6_17.2_-27.8_171.0_934.csv,4448,934,0.1233318,0.12531085,0.1396237
sphere3D_3.0_-33.6_58.3_12.0_72.csv,347,72,0.0015702,0.0016249,0.0126203
sphere3D_3.8_-31.9_52.2_174.0_757.csv,3605,757,0.067859,0.0692335,0.0789086
sphere3D_31.8_-37.5_7.8_121.0_539.csv,2567,539,0.0301926,0.0305823,0.0460373
sphere3D_32.0_-33.6_27.3_17.0_915.csv,4360,915,0.2357795,0.2391586,0.2500463
sphere3D_33.0_8.2_38.1_114.0_371.csv,1770,371,0.0125386,0.0126723,0.0221566
sphere3D_33.5_-19.3_-32.2_102.0_412.csv,1964,412,0.0173842,0.0176149,0.0281787
sphere3D_35.3_-9.8_9.2_25.0_630.csv,3004,630,0.0567604,0.05719805,0.0677327
sphere3D_37.7_-17.0_54.8_23.0_737.csv,3513,737,0.0961615,0.096932,0.1103162
sphere3D_37.8_46.6_-51.6_155.0_473.csv,2254,473,0.0323413,0.0326293,0.0422819
sphere3D_37.9_39.9_-0.1_124.0_7.csv,38,7,8.52e-5,8.95e-5,0.0084686
sphere3D_38.1_-42.8_49.4_89.0_793.csv,3780,793,0.0946182,0.0956857,0.1074543
sphere3D_38.3_25.2_1.5_135.0_683.csv,3256,683,0.0639464,0.0653396,0.0833077
sphere3D_38.4_-25.7_18.1_178.0_565.csv,2694,565,0.0504455,0.0508792,0.0614423
sphere3D_39.2_3.0_12.2_100.0_15.csv,73,15,0.0001635,0.0001688,0.009975
sphere3D_39.3_-23.2_38.3_40.0_1078.csv,5137,1078,0.1667952,0.16756285,0.1781262
sphere3D_4.5_27.4_-58.0_149.0_84.csv,403,84,0.0010709,0.0011113,0.0123591
sphere3D_4.9_5.4_14.9_23.0_38.csv,182,38,0.0003909,0.0004028,0.0093023
sphere3D_41.4_28.6_28.9_157.0_433.csv,2066,433,0.0209064,0.021087,0.0297115
sphere3D_46.4_-26.2_-1.1_197.0_1111.csv,5291,1111,0.3559723,0.35704665,0.3650336
sphere3D_52.0_15.7_-38.2_116.0_89.csv,425,89,0.0011197,0.001151,0.0117087
sphere3D_53.4_58.5_0.2_86.0_588.csv,2802,588,0.0412023,0.0414288,0.0499222
sphere3D_54.7_17.1_17.0_170.0_706.csv,3362,706,0.0409414,0.0412337,0.0494089
sphere3D_55.3_5.6_50.9_30.0_1088.csv,5183,1088,0.253778,0.2544353,0.2631214
sphere3D_56.8_22.8_-37.5_170.0_135.csv,647,135,0.002592,0.0026365,0.0137919
sphere3D_56.9_-18.2_-45.0_162.0_1255.csv,5980,1255,0.1401552,0.1407671,0.1497477
sphere3D_57.7_47.5_49.7_5.0_766.csv,3650,766,3.9069202,3.91119185,3.9154635
sphere3D_57.8_-26.1_17.0_148.0_1036.csv,4934,1036,0.2003351,0.2009565,0.2093321
sphere3D_59.6_-28.3_-10.7_86.0_289.csv,1377,289,0.00961,0.0096954,0.0189574
sphere3D_59.8_23.5_36.7_81.0_975.csv,4644,975,0.1068083,0.107267,0.1168405
sphere3D_6.2_-38.5_16.7_35.0_1079.csv,5139,1079,0.1336235,0.1342137,0.1539665
sphere3D_7.8_-52.0_20.5_112.0_247.csv,1177,247,0.0071799,0.0072574,0.0172886
sphere3D_8.3_-17.8_-10.5_42.0_803.csv,3824,803,0.0623196,0.0627356,0.0726307
sphere3D_9.5_54.7_40.6_91.0_959.csv,4567,959,0.2039574,0.2052579,0.2165032
